"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1970-Q1","Q1-1970","1","RATIOS","0","Units",,,117.641151039972,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1970-Q2","Q2-1970","1","RATIOS","0","Units",,,115.932212776516,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1970-Q3","Q3-1970","1","RATIOS","0","Units",,,115.396203214938,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1970-Q4","Q4-1970","1","RATIOS","0","Units",,,116.547086732336,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1971-Q1","Q1-1971","1","RATIOS","0","Units",,,115.846962937066,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1971-Q2","Q2-1971","1","RATIOS","0","Units",,,116.391798420636,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1971-Q3","Q3-1971","1","RATIOS","0","Units",,,116.563176078352,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1971-Q4","Q4-1971","1","RATIOS","0","Units",,,118.212173156131,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1972-Q1","Q1-1972","1","RATIOS","0","Units",,,116.222722162851,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1972-Q2","Q2-1972","1","RATIOS","0","Units",,,117.836152054983,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1972-Q3","Q3-1972","1","RATIOS","0","Units",,,117.522518426934,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1972-Q4","Q4-1972","1","RATIOS","0","Units",,,115.316219499758,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1973-Q1","Q1-1973","1","RATIOS","0","Units",,,117.554306137084,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1973-Q2","Q2-1973","1","RATIOS","0","Units",,,117.241491068928,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1973-Q3","Q3-1973","1","RATIOS","0","Units",,,118.285498846543,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1973-Q4","Q4-1973","1","RATIOS","0","Units",,,117.871074856763,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1974-Q1","Q1-1974","1","RATIOS","0","Units",,,118.776802882188,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1974-Q2","Q2-1974","1","RATIOS","0","Units",,,118.847951590431,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1974-Q3","Q3-1974","1","RATIOS","0","Units",,,119.493208761542,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1974-Q4","Q4-1974","1","RATIOS","0","Units",,,118.138861762372,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1975-Q1","Q1-1975","1","RATIOS","0","Units",,,118.854482155953,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1975-Q2","Q2-1975","1","RATIOS","0","Units",,,113.93056534625,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1975-Q3","Q3-1975","1","RATIOS","0","Units",,,113.543113737966,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1975-Q4","Q4-1975","1","RATIOS","0","Units",,,113.252174638976,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1976-Q1","Q1-1976","1","RATIOS","0","Units",,,112.243410723618,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1976-Q2","Q2-1976","1","RATIOS","0","Units",,,113.741265841117,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1976-Q3","Q3-1976","1","RATIOS","0","Units",,,113.130505313604,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1976-Q4","Q4-1976","1","RATIOS","0","Units",,,113.249684358641,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1977-Q1","Q1-1977","1","RATIOS","0","Units",,,113.90204620192,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1977-Q2","Q2-1977","1","RATIOS","0","Units",,,115.146683388804,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1977-Q3","Q3-1977","1","RATIOS","0","Units",,,115.664669453343,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1977-Q4","Q4-1977","1","RATIOS","0","Units",,,116.262064887492,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1978-Q1","Q1-1978","1","RATIOS","0","Units",,,116.879585057045,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1978-Q2","Q2-1978","1","RATIOS","0","Units",,,117.139347564358,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1978-Q3","Q3-1978","1","RATIOS","0","Units",,,118.604457128303,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1978-Q4","Q4-1978","1","RATIOS","0","Units",,,119.651848165432,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1979-Q1","Q1-1979","1","RATIOS","0","Units",,,120.97176680865,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1979-Q2","Q2-1979","1","RATIOS","0","Units",,,122.187651725117,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1979-Q3","Q3-1979","1","RATIOS","0","Units",,,122.110609216809,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1979-Q4","Q4-1979","1","RATIOS","0","Units",,,122.137765061564,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1980-Q1","Q1-1980","1","RATIOS","0","Units",,,120.465638313901,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1980-Q2","Q2-1980","1","RATIOS","0","Units",,,119.587540305138,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1980-Q3","Q3-1980","1","RATIOS","0","Units",,,120.317239177038,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1980-Q4","Q4-1980","1","RATIOS","0","Units",,,116.863871142597,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1981-Q1","Q1-1981","1","RATIOS","0","Units",,,115.082294535198,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1981-Q2","Q2-1981","1","RATIOS","0","Units",,,115.177274917419,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1981-Q3","Q3-1981","1","RATIOS","0","Units",,,112.928620924983,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1981-Q4","Q4-1981","1","RATIOS","0","Units",,,111.978524008006,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1982-Q1","Q1-1982","1","RATIOS","0","Units",,,111.766474734662,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1982-Q2","Q2-1982","1","RATIOS","0","Units",,,110.505874464643,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1982-Q3","Q3-1982","1","RATIOS","0","Units",,,108.249306846727,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1982-Q4","Q4-1982","1","RATIOS","0","Units",,,108.266403708527,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1983-Q1","Q1-1983","1","RATIOS","0","Units",,,108.218235629388,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1983-Q2","Q2-1983","1","RATIOS","0","Units",,,107.795628318197,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1983-Q3","Q3-1983","1","RATIOS","0","Units",,,106.008068281608,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1983-Q4","Q4-1983","1","RATIOS","0","Units",,,103.977399344681,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1984-Q1","Q1-1984","1","RATIOS","0","Units",,,102.373607284915,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1984-Q2","Q2-1984","1","RATIOS","0","Units",,,101.460992683055,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1984-Q3","Q3-1984","1","RATIOS","0","Units",,,100.716304842152,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1984-Q4","Q4-1984","1","RATIOS","0","Units",,,100.905250206164,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1985-Q1","Q1-1985","1","RATIOS","0","Units",,,101.439950278232,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1985-Q2","Q2-1985","1","RATIOS","0","Units",,,100.449029768095,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1985-Q3","Q3-1985","1","RATIOS","0","Units",,,102.220086885572,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1985-Q4","Q4-1985","1","RATIOS","0","Units",,,102.45828849044,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1986-Q1","Q1-1986","1","RATIOS","0","Units",,,102.347018383877,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1986-Q2","Q2-1986","1","RATIOS","0","Units",,,103.530321645849,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1986-Q3","Q3-1986","1","RATIOS","0","Units",,,104.585675003583,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1986-Q4","Q4-1986","1","RATIOS","0","Units",,,106.318336046727,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1987-Q1","Q1-1987","1","RATIOS","0","Units",,,106.682014123057,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1987-Q2","Q2-1987","1","RATIOS","0","Units",,,108.904955536123,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1987-Q3","Q3-1987","1","RATIOS","0","Units",,,107.917918024296,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1987-Q4","Q4-1987","1","RATIOS","0","Units",,,107.078361476652,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1988-Q1","Q1-1988","1","RATIOS","0","Units",,,106.677082606011,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1988-Q2","Q2-1988","1","RATIOS","0","Units",,,106.885352152367,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1988-Q3","Q3-1988","1","RATIOS","0","Units",,,105.817682077092,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1988-Q4","Q4-1988","1","RATIOS","0","Units",,,105.420082769761,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1989-Q1","Q1-1989","1","RATIOS","0","Units",,,104.562138731338,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1989-Q2","Q2-1989","1","RATIOS","0","Units",,,105.0483322199,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1989-Q3","Q3-1989","1","RATIOS","0","Units",,,106.243306294013,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1989-Q4","Q4-1989","1","RATIOS","0","Units",,,106.06060111517,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1990-Q1","Q1-1990","1","RATIOS","0","Units",,,104.392214414402,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1990-Q2","Q2-1990","1","RATIOS","0","Units",,,102.963773574997,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1990-Q3","Q3-1990","1","RATIOS","0","Units",,,102.179287892819,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1990-Q4","Q4-1990","1","RATIOS","0","Units",,,101.77720243348,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1991-Q1","Q1-1991","1","RATIOS","0","Units",,,102.101264957712,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1991-Q2","Q2-1991","1","RATIOS","0","Units",,,101.141513055501,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1991-Q3","Q3-1991","1","RATIOS","0","Units",,,100.589572483056,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1991-Q4","Q4-1991","1","RATIOS","0","Units",,,100.247055589421,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1992-Q1","Q1-1992","1","RATIOS","0","Units",,,99.1458745371889,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1992-Q2","Q2-1992","1","RATIOS","0","Units",,,97.713618506617,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1992-Q3","Q3-1992","1","RATIOS","0","Units",,,97.7923189210106,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1992-Q4","Q4-1992","1","RATIOS","0","Units",,,97.7462738590395,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1993-Q1","Q1-1993","1","RATIOS","0","Units",,,97.1712533465756,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1993-Q2","Q2-1993","1","RATIOS","0","Units",,,97.4915269907005,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1993-Q3","Q3-1993","1","RATIOS","0","Units",,,98.0321192452465,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1993-Q4","Q4-1993","1","RATIOS","0","Units",,,98.0146903902814,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1994-Q1","Q1-1994","1","RATIOS","0","Units",,,98.1984099697799,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1994-Q2","Q2-1994","1","RATIOS","0","Units",,,97.7612907727973,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1994-Q3","Q3-1994","1","RATIOS","0","Units",,,97.3677854940861,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1994-Q4","Q4-1994","1","RATIOS","0","Units",,,96.3254124807885,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1995-Q1","Q1-1995","1","RATIOS","0","Units",,,95.9075194100336,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1995-Q2","Q2-1995","1","RATIOS","0","Units",,,95.916509027225,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1995-Q3","Q3-1995","1","RATIOS","0","Units",,,95.8256574309981,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1995-Q4","Q4-1995","1","RATIOS","0","Units",,,95.6631175753824,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1996-Q1","Q1-1996","1","RATIOS","0","Units",,,95.3435801323634,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1996-Q2","Q2-1996","1","RATIOS","0","Units",,,94.7441451199179,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1996-Q3","Q3-1996","1","RATIOS","0","Units",,,94.466366758977,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1996-Q4","Q4-1996","1","RATIOS","0","Units",,,94.1438748358206,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1997-Q1","Q1-1997","1","RATIOS","0","Units",,,93.7144012256927,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1997-Q2","Q2-1997","1","RATIOS","0","Units",,,93.6948122340967,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1997-Q3","Q3-1997","1","RATIOS","0","Units",,,93.3153920783895,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1997-Q4","Q4-1997","1","RATIOS","0","Units",,,92.9375872581656,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1998-Q1","Q1-1998","1","RATIOS","0","Units",,,92.421883003306,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1998-Q2","Q2-1998","1","RATIOS","0","Units",,,92.5236875220168,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1998-Q3","Q3-1998","1","RATIOS","0","Units",,,92.7726412421018,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1998-Q4","Q4-1998","1","RATIOS","0","Units",,,93.5744626037037,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1999-Q1","Q1-1999","1","RATIOS","0","Units",,,94.0045142654019,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1999-Q2","Q2-1999","1","RATIOS","0","Units",,,95.0315613720606,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1999-Q3","Q3-1999","1","RATIOS","0","Units",,,95.5220146373971,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","1999-Q4","Q4-1999","1","RATIOS","0","Units",,,95.3602093587439,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2000-Q1","Q1-2000","1","RATIOS","0","Units",,,94.8756038340918,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2000-Q2","Q2-2000","1","RATIOS","0","Units",,,95.1279072164136,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2000-Q3","Q3-2000","1","RATIOS","0","Units",,,95.0392658621531,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2000-Q4","Q4-2000","1","RATIOS","0","Units",,,95.7907157337214,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2001-Q1","Q1-2001","1","RATIOS","0","Units",,,96.2929736908034,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2001-Q2","Q2-2001","1","RATIOS","0","Units",,,97.8870085338192,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2001-Q3","Q3-2001","1","RATIOS","0","Units",,,97.4472688269077,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2001-Q4","Q4-2001","1","RATIOS","0","Units",,,100.850683536514,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2002-Q1","Q1-2002","1","RATIOS","0","Units",,,100.221326598014,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2002-Q2","Q2-2002","1","RATIOS","0","Units",,,100.73425637855,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2002-Q3","Q3-2002","1","RATIOS","0","Units",,,102.223481865432,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2002-Q4","Q4-2002","1","RATIOS","0","Units",,,103.366291337622,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2003-Q1","Q1-2003","1","RATIOS","0","Units",,,104.699699659496,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2003-Q2","Q2-2003","1","RATIOS","0","Units",,,105.206415737248,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2003-Q3","Q3-2003","1","RATIOS","0","Units",,,104.982003588529,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2003-Q4","Q4-2003","1","RATIOS","0","Units",,,106.788602712639,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2004-Q1","Q1-2004","1","RATIOS","0","Units",,,108.093029960132,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2004-Q2","Q2-2004","1","RATIOS","0","Units",,,109.188092939577,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2004-Q3","Q3-2004","1","RATIOS","0","Units",,,110.920965850969,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2004-Q4","Q4-2004","1","RATIOS","0","Units",,,111.560564236411,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2005-Q1","Q1-2005","1","RATIOS","0","Units",,,115.332778317538,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2005-Q2","Q2-2005","1","RATIOS","0","Units",,,116.78655574611,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2005-Q3","Q3-2005","1","RATIOS","0","Units",,,118.344936904818,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2005-Q4","Q4-2005","1","RATIOS","0","Units",,,119.181619726057,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2006-Q1","Q1-2006","1","RATIOS","0","Units",,,118.216422594004,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2006-Q2","Q2-2006","1","RATIOS","0","Units",,,117.858163869961,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2006-Q3","Q3-2006","1","RATIOS","0","Units",,,117.255545456754,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2006-Q4","Q4-2006","1","RATIOS","0","Units",,,116.819876273639,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2007-Q1","Q1-2007","1","RATIOS","0","Units",,,115.881984967206,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2007-Q2","Q2-2007","1","RATIOS","0","Units",,,114.387757515852,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2007-Q3","Q3-2007","1","RATIOS","0","Units",,,112.362802126136,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2007-Q4","Q4-2007","1","RATIOS","0","Units",,,109.319877733834,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2008-Q1","Q1-2008","1","RATIOS","0","Units",,,105.99154152588,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2008-Q2","Q2-2008","1","RATIOS","0","Units",,,100.340615101599,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2008-Q3","Q3-2008","1","RATIOS","0","Units",,,98.9726173053734,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2008-Q4","Q4-2008","1","RATIOS","0","Units",,,96.8341511391,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2009-Q1","Q1-2009","1","RATIOS","0","Units",,,97.3470994421164,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2009-Q2","Q2-2009","1","RATIOS","0","Units",,,95.2753082828195,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2009-Q3","Q3-2009","1","RATIOS","0","Units",,,95.5386562388117,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2009-Q4","Q4-2009","1","RATIOS","0","Units",,,94.7707875965386,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2010-Q1","Q1-2010","1","RATIOS","0","Units",,,93.0113127742334,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2010-Q2","Q2-2010","1","RATIOS","0","Units",,,91.0955460403249,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2010-Q3","Q3-2010","1","RATIOS","0","Units",,,89.042119786877,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2010-Q4","Q4-2010","1","RATIOS","0","Units",,,87.4529714467828,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2011-Q1","Q1-2011","1","RATIOS","0","Units",,,84.1409235217083,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2011-Q2","Q2-2011","1","RATIOS","0","Units",,,82.9897087032974,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2011-Q3","Q3-2011","1","RATIOS","0","Units",,,82.64865824967,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2011-Q4","Q4-2011","1","RATIOS","0","Units",,,82.4549536374228,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2012-Q1","Q1-2012","1","RATIOS","0","Units",,,80.91835782266,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2012-Q2","Q2-2012","1","RATIOS","0","Units",,,81.4523568049878,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2012-Q3","Q3-2012","1","RATIOS","0","Units",,,82.8827641724512,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2012-Q4","Q4-2012","1","RATIOS","0","Units",,,81.5382875680775,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2013-Q1","Q1-2013","1","RATIOS","0","Units",,,86.438656627929,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2013-Q2","Q2-2013","1","RATIOS","0","Units",,,87.6544793477579,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2013-Q3","Q3-2013","1","RATIOS","0","Units",,,88.5110234524401,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2013-Q4","Q4-2013","1","RATIOS","0","Units",,,88.9006434950225,,
"USA","United States","RHP","Real house price indices, s.a.","1970-Q1","Q1-1970","IDX","Index","0","Units",,,55.3847298391895,,
"USA","United States","RHP","Real house price indices, s.a.","1970-Q2","Q2-1970","IDX","Index","0","Units",,,55.1850119072199,,
"USA","United States","RHP","Real house price indices, s.a.","1970-Q3","Q3-1970","IDX","Index","0","Units",,,55.6803444696141,,
"USA","United States","RHP","Real house price indices, s.a.","1970-Q4","Q4-1970","IDX","Index","0","Units",,,55.9327528965144,,
"USA","United States","RHP","Real house price indices, s.a.","1971-Q1","Q1-1971","IDX","Index","0","Units",,,56.4762533281002,,
"USA","United States","RHP","Real house price indices, s.a.","1971-Q2","Q2-1971","IDX","Index","0","Units",,,57.3741928110416,,
"USA","United States","RHP","Real house price indices, s.a.","1971-Q3","Q3-1971","IDX","Index","0","Units",,,57.5758224226547,,
"USA","United States","RHP","Real house price indices, s.a.","1971-Q4","Q4-1971","IDX","Index","0","Units",,,58.9009751856845,,
"USA","United States","RHP","Real house price indices, s.a.","1972-Q1","Q1-1972","IDX","Index","0","Units",,,58.0305165317162,,
"USA","United States","RHP","Real house price indices, s.a.","1972-Q2","Q2-1972","IDX","Index","0","Units",,,59.3021219991951,,
"USA","United States","RHP","Real house price indices, s.a.","1972-Q3","Q3-1972","IDX","Index","0","Units",,,60.1517570863611,,
"USA","United States","RHP","Real house price indices, s.a.","1972-Q4","Q4-1972","IDX","Index","0","Units",,,61.2426631804177,,
"USA","United States","RHP","Real house price indices, s.a.","1973-Q1","Q1-1973","IDX","Index","0","Units",,,62.7537973486788,,
"USA","United States","RHP","Real house price indices, s.a.","1973-Q2","Q2-1973","IDX","Index","0","Units",,,62.9635142988121,,
"USA","United States","RHP","Real house price indices, s.a.","1973-Q3","Q3-1973","IDX","Index","0","Units",,,63.6599413427188,,
"USA","United States","RHP","Real house price indices, s.a.","1973-Q4","Q4-1973","IDX","Index","0","Units",,,63.9820912398131,,
"USA","United States","RHP","Real house price indices, s.a.","1974-Q1","Q1-1974","IDX","Index","0","Units",,,63.2624185276751,,
"USA","United States","RHP","Real house price indices, s.a.","1974-Q2","Q2-1974","IDX","Index","0","Units",,,62.5694207970929,,
"USA","United States","RHP","Real house price indices, s.a.","1974-Q3","Q3-1974","IDX","Index","0","Units",,,62.8211246144995,,
"USA","United States","RHP","Real house price indices, s.a.","1974-Q4","Q4-1974","IDX","Index","0","Units",,,61.8795283675521,,
"USA","United States","RHP","Real house price indices, s.a.","1975-Q1","Q1-1975","IDX","Index","0","Units",,,62.0071126188017,,
"USA","United States","RHP","Real house price indices, s.a.","1975-Q2","Q2-1975","IDX","Index","0","Units",,,62.0334804612439,,
"USA","United States","RHP","Real house price indices, s.a.","1975-Q3","Q3-1975","IDX","Index","0","Units",,,60.7722874429034,,
"USA","United States","RHP","Real house price indices, s.a.","1975-Q4","Q4-1975","IDX","Index","0","Units",,,60.9403542880166,,
"USA","United States","RHP","Real house price indices, s.a.","1976-Q1","Q1-1976","IDX","Index","0","Units",,,60.9807118455107,,
"USA","United States","RHP","Real house price indices, s.a.","1976-Q2","Q2-1976","IDX","Index","0","Units",,,61.997353159503,,
"USA","United States","RHP","Real house price indices, s.a.","1976-Q3","Q3-1976","IDX","Index","0","Units",,,61.9970938234379,,
"USA","United States","RHP","Real house price indices, s.a.","1976-Q4","Q4-1976","IDX","Index","0","Units",,,62.3040643125895,,
"USA","United States","RHP","Real house price indices, s.a.","1977-Q1","Q1-1977","IDX","Index","0","Units",,,62.6465876813025,,
"USA","United States","RHP","Real house price indices, s.a.","1977-Q2","Q2-1977","IDX","Index","0","Units",,,63.7612072566153,,
"USA","United States","RHP","Real house price indices, s.a.","1977-Q3","Q3-1977","IDX","Index","0","Units",,,64.7669900526289,,
