"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1975-Q1","Q1-1975","PC","Percentage","0","Units",,,8.37286497936392,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1975-Q2","Q2-1975","PC","Percentage","0","Units",,,8.9633687059966,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1975-Q3","Q3-1975","PC","Percentage","0","Units",,,9.29787370721049,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1975-Q4","Q4-1975","PC","Percentage","0","Units",,,9.359313401311,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1976-Q1","Q1-1976","PC","Percentage","0","Units",,,9.359313401311,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1976-Q2","Q2-1976","PC","Percentage","0","Units",,,9.37296666666666,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1976-Q3","Q3-1976","PC","Percentage","0","Units",,,9.43440636076718,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1976-Q4","Q4-1976","PC","Percentage","0","Units",,,10.0010168730274,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1977-Q1","Q1-1977","PC","Percentage","0","Units",,,9.87131085214858,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1977-Q2","Q2-1977","PC","Percentage","0","Units",,,9.9737103423161,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1977-Q3","Q3-1977","PC","Percentage","0","Units",,,9.99760355668852,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1977-Q4","Q4-1977","PC","Percentage","0","Units",,,10.0624565671279,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1978-Q1","Q1-1978","PC","Percentage","0","Units",,,10.1750960063122,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1978-Q2","Q2-1978","PC","Percentage","0","Units",,,10.4754678441369,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1978-Q3","Q3-1978","PC","Percentage","0","Units",,,10.3730683539694,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1978-Q4","Q4-1978","PC","Percentage","0","Units",,,10.3150419762078,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1979-Q1","Q1-1979","PC","Percentage","0","Units",,,10.3730683539694,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1979-Q2","Q2-1979","PC","Percentage","0","Units",,,10.4413346807477,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1979-Q3","Q3-1979","PC","Percentage","0","Units",,,10.6973334061665,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1979-Q4","Q4-1979","PC","Percentage","0","Units",,,11.3561034595776,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1980-Q1","Q1-1980","PC","Percentage","0","Units",,,11.4073032046613,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1980-Q2","Q2-1980","PC","Percentage","0","Units",,,11.6121021849964,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1980-Q3","Q3-1980","PC","Percentage","0","Units",,,12.1070330541394,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1980-Q4","Q4-1980","PC","Percentage","0","Units",,,12.9706020878854,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1981-Q1","Q1-1981","PC","Percentage","0","Units",,,13.5474525491624,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1981-Q2","Q2-1981","PC","Percentage","0","Units",,,13.8853708667152,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1981-Q3","Q3-1981","PC","Percentage","0","Units",,,14.0526233673222,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1981-Q4","Q4-1981","PC","Percentage","0","Units",,,13.7556648458364,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1982-Q1","Q1-1982","PC","Percentage","0","Units",,,13.1003081087643,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1982-Q2","Q2-1982","PC","Percentage","0","Units",,,13.1788143845594,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1982-Q3","Q3-1982","PC","Percentage","0","Units",,,13.5440392328235,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1982-Q4","Q4-1982","PC","Percentage","0","Units",,,13.5952389779073,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1983-Q1","Q1-1983","PC","Percentage","0","Units",,,13.1207880067978,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1983-Q2","Q2-1983","PC","Percentage","0","Units",,,12.4688445860646,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1983-Q3","Q3-1983","PC","Percentage","0","Units",,,12.2503923403739,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1983-Q4","Q4-1983","PC","Percentage","0","Units",,,12.5473508618597,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1984-Q1","Q1-1984","PC","Percentage","0","Units",,,12.2606322893906,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1984-Q2","Q2-1984","PC","Percentage","0","Units",,,11.9602604515659,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1984-Q3","Q3-1984","PC","Percentage","0","Units",,,12.9125757101238,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1984-Q4","Q4-1984","PC","Percentage","0","Units",,,13.1685744355426,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1985-Q1","Q1-1985","PC","Percentage","0","Units",,,13.1754010682204,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1985-Q2","Q2-1985","PC","Percentage","0","Units",,,13.5030794367565,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1985-Q3","Q3-1985","PC","Percentage","0","Units",,,13.4313997936392,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1985-Q4","Q4-1985","PC","Percentage","0","Units",,,13.0730015780529,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1986-Q1","Q1-1986","PC","Percentage","0","Units",,,11.9431938698713,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1986-Q2","Q2-1986","PC","Percentage","0","Units",,,10.1375495265841,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1986-Q3","Q3-1986","PC","Percentage","0","Units",,,9.86107090313183,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1986-Q4","Q4-1986","PC","Percentage","0","Units",,,10.0931764141782,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1987-Q1","Q1-1987","PC","Percentage","0","Units",,,11.4990333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1987-Q2","Q2-1987","PC","Percentage","0","Units",,,11.6219333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1987-Q3","Q3-1987","PC","Percentage","0","Units",,,11.9492666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1987-Q4","Q4-1987","PC","Percentage","0","Units",,,11.7946,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1988-Q1","Q1-1988","PC","Percentage","0","Units",,,11.4529666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1988-Q2","Q2-1988","PC","Percentage","0","Units",,,11.4208666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1988-Q3","Q3-1988","PC","Percentage","0","Units",,,11.4950333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1988-Q4","Q4-1988","PC","Percentage","0","Units",,,11.1434666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1989-Q1","Q1-1989","PC","Percentage","0","Units",,,10.6672333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1989-Q2","Q2-1989","PC","Percentage","0","Units",,,11.1000666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1989-Q3","Q3-1989","PC","Percentage","0","Units",,,11.0941333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1989-Q4","Q4-1989","PC","Percentage","0","Units",,,11.9803333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1990-Q1","Q1-1990","PC","Percentage","0","Units",,,13.4713,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1990-Q2","Q2-1990","PC","Percentage","0","Units",,,13.2961,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1990-Q3","Q3-1990","PC","Percentage","0","Units",,,13.1738333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1990-Q4","Q4-1990","PC","Percentage","0","Units",,,12.8124,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","Units",,,11.475,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","Units",,,10.9416333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","Units",,,10.4987666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","Units",,,9.9778,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","Units",,,9.4711,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","Units",,,9.58073333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","Units",,,10.5574,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","Units",,,10.4683666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","Units",,,9.80106666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","Units",,,9.08903333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","Units",,,7.9164,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","Units",,,7.4688,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","Units",,,7.35453333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","Units",,,9.18716666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","Units",,,11.2578,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","Units",,,11.0382666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","Units",,,10.9908,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","Units",,,10.9390666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","Units",,,10.1624666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","Units",,,8.99196666666666,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,8.60946666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,8.39816666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,8.0819,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,7.13053333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,6.86896666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,7.04563333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,6.4821,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,6.2149,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,5.5423,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,5.15786666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,4.85473333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,4.53016666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,4.21286666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,4.5381,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,5.47776666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,5.6882,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,5.7847,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,5.29556666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,5.2944,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,5.09186666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,4.83076666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,5.19413333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,5.27886666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,5.12003333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,5.42113333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,5.63366666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,5.1575,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,5.0005,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,4.58223333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,4.42973333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,4.64416666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,4.89596666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,4.50383333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,4.64843333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,4.4531,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,4.09246666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,3.81816666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,3.3434,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,3.0614,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,3.3109,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,3.42856666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,3.8862,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,3.83013333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,3.66533333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,3.87423333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,4.21193333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,4.3045,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,4.2793,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,4.00453333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,4.2236,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,4.12986666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,3.1921,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,2.888,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,3.45623333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,3.39746666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,3.25576666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,3.28296666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,2.82426666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,2.55916666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,2.90033333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,3.3468,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,3.06886666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,2.2498,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,1.7573,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,1.84573333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,1.595,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,1.4257,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,1.50226666666667,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,1.9066,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,1.83123333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.36763333333333,,
"SWE","Sweden","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.3731,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1970-Q1","Q1-1970","PC","Percentage","0","Units",,,7.36666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1970-Q2","Q2-1970","PC","Percentage","0","Units",,,7.71333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1970-Q3","Q3-1970","PC","Percentage","0","Units",,,7.46,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1970-Q4","Q4-1970","PC","Percentage","0","Units",,,6.85333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1971-Q1","Q1-1971","PC","Percentage","0","Units",,,6.01666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1971-Q2","Q2-1971","PC","Percentage","0","Units",,,6.24666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1971-Q3","Q3-1971","PC","Percentage","0","Units",,,6.48333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1971-Q4","Q4-1971","PC","Percentage","0","Units",,,5.89,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1972-Q1","Q1-1972","PC","Percentage","0","Units",,,6.03333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1972-Q2","Q2-1972","PC","Percentage","0","Units",,,6.14333333333334,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1972-Q3","Q3-1972","PC","Percentage","0","Units",,,6.29,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1972-Q4","Q4-1972","PC","Percentage","0","Units",,,6.37333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1973-Q1","Q1-1973","PC","Percentage","0","Units",,,6.60333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1973-Q2","Q2-1973","PC","Percentage","0","Units",,,6.80666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1973-Q3","Q3-1973","PC","Percentage","0","Units",,,7.20666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1973-Q4","Q4-1973","PC","Percentage","0","Units",,,6.75333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1974-Q1","Q1-1974","PC","Percentage","0","Units",,,7.05333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1974-Q2","Q2-1974","PC","Percentage","0","Units",,,7.54333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1974-Q3","Q3-1974","PC","Percentage","0","Units",,,7.96333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1974-Q4","Q4-1974","PC","Percentage","0","Units",,,7.67,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1975-Q1","Q1-1975","PC","Percentage","0","Units",,,7.54,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1975-Q2","Q2-1975","PC","Percentage","0","Units",,,8.05,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1975-Q3","Q3-1975","PC","Percentage","0","Units",,,8.29666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1975-Q4","Q4-1975","PC","Percentage","0","Units",,,8.06333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1976-Q1","Q1-1976","PC","Percentage","0","Units",,,7.75333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1976-Q2","Q2-1976","PC","Percentage","0","Units",,,7.77333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1976-Q3","Q3-1976","PC","Percentage","0","Units",,,7.73,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1976-Q4","Q4-1976","PC","Percentage","0","Units",,,7.19,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1977-Q1","Q1-1977","PC","Percentage","0","Units",,,7.35333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1977-Q2","Q2-1977","PC","Percentage","0","Units",,,7.37,,
